County,Date,New Cases,New Positive Tests,Total Test Encounters
Kauai,2024-05-11,5,3,25
Maui,2024-05-11,8,5,36
Missing,2024-05-11,0,0,22
Hawaii,2024-05-12,9,4,33
Honolulu,2024-05-12,26,18,280
Kauai,2024-05-12,3,2,25
Maui,2024-05-12,4,1,43
Missing,2024-05-12,0,0,16
Hawaii,2024-05-13,4,1,96
Honolulu,2024-05-13,68,45,375
Kauai,2024-05-13,1,0,21
Maui,2024-05-13,8,5,49
Missing,2024-05-13,0,0,18
Hawaii,2024-05-14,21,4,63
Honolulu,2024-05-14,61,40,406
Kauai,2024-05-14,5,5,40
Maui,2024-05-14,5,1,42
Missing,2024-05-14,0,0,16
Hawaii,2024-05-15,19,10,127
Honolulu,2024-05-15,57,30,356
Kauai,2024-05-15,6,4,32
Maui,2024-05-15,4,2,46
Missing,2024-05-15,0,0,12
Hawaii,2024-05-16,25,12,181
Honolulu,2024-05-16,63,40,350
Kauai,2024-05-16,8,7,27
Maui,2024-05-16,9,5,37
Missing,2024-05-16,0,0,11
Hawaii,2024-05-17,22,14,205
Honolulu,2024-05-17,49,34,322
Kauai,2024-05-17,4,2,19
Maui,2024-05-17,3,3,35
Missing,2024-05-17,0,0,19
Hawaii,2024-05-18,15,9,121
Honolulu,2024-05-18,52,37,316
Kauai,2024-05-18,1,2,8
Maui,2024-05-18,8,3,36
Missing,2024-05-18,0,0,19
Hawaii,2024-05-19,6,3,68
Honolulu,2024-05-19,44,33,241
Kauai,2024-05-19,8,7,28
Maui,2024-05-19,6,1,19
Missing,2024-05-19,0,0,16
Hawaii,2024-05-20,20,11,274
Honolulu,2024-05-20,80,60,425
Kauai,2024-05-20,12,9,33
Maui,2024-05-20,11,4,46
Missing,2024-05-20,0,0,27
Hawaii,2024-05-21,16,9,73
Honolulu,2024-05-21,79,48,448
Kauai,2024-05-21,9,3,28
Maui,2024-05-21,3,0,33
Missing,2024-05-21,0,0,18
Hawaii,2024-05-22,12,7,107
Honolulu,2024-05-22,101,67,457
Kauai,2024-05-22,9,4,20
Maui,2024-05-22,10,2,48
Missing,2024-05-22,0,0,21
Hawaii,2024-05-23,10,5,220
Honolulu,2024-05-23,86,52,458
Kauai,2024-05-23,12,6,29
Maui,2024-05-23,7,6,50
Missing,2024-05-23,0,0,18
Hawaii,2024-05-24,30,18,197
Honolulu,2024-05-24,85,56,402
Kauai,2024-05-24,11,5,30
Maui,2024-05-24,11,4,57
Missing,2024-05-24,0,0,24
Hawaii,2024-05-25,5,5,106
Honolulu,2024-05-25,88,58,331
Kauai,2024-05-25,11,4,16
Maui,2024-05-25,3,2,30
Missing,2024-05-25,0,0,15
Hawaii,2024-05-26,8,2,19
Honolulu,2024-05-26,65,52,338
Kauai,2024-05-26,11,8,20
Maui,2024-05-26,2,0,31
Missing,2024-05-26,0,0,14
Hawaii,2024-05-27,7,6,143
Honolulu,2024-05-27,102,82,410
Kauai,2024-05-27,9,8,29
Maui,2024-05-27,2,1,32
Missing,2024-05-27,0,0,23
Hawaii,2024-05-28,9,7,81
Honolulu,2024-05-28,117,91,480
Kauai,2024-05-28,25,12,36
Maui,2024-05-28,8,0,50
Missing,2024-05-28,0,0,25
Hawaii,2024-05-29,9,6,165
Honolulu,2024-05-29,144,94,512
Kauai,2024-05-29,13,9,38
Maui,2024-05-29,16,7,50
Missing,2024-05-29,0,1,32
Hawaii,2024-05-30,11,6,134
Honolulu,2024-05-30,154,97,527
Kauai,2024-05-30,11,5,38
Maui,2024-05-30,14,5,46
Missing,2024-05-30,0,0,16
Hawaii,2024-05-31,26,11,200
Honolulu,2024-05-31,158,100,493
Kauai,2024-05-31,30,15,43
Maui,2024-05-31,8,4,59
Missing,2024-05-31,0,0,28
Hawaii,2024-06-01,17,8,100
Honolulu,2024-06-01,110,78,416
Kauai,2024-06-01,10,9,26
Maui,2024-06-01,9,4,31
Missing,2024-06-01,0,0,21
Hawaii,2024-06-02,6,3,45
Honolulu,2024-06-02,90,59,307
Kauai,2024-06-02,12,7,29
Maui,2024-06-02,9,4,21
Missing,2024-06-02,0,0,18
Hawaii,2024-06-03,16,11,80
Honolulu,2024-06-03,126,79,493
Kauai,2024-06-03,22,11,35
Maui,2024-06-03,14,4,43
Missing,2024-06-03,0,0,29
Hawaii,2024-06-04,24,13,277
Honolulu,2024-06-04,180,118,544
Kauai,2024-06-04,24,15,43
Maui,2024-06-04,22,10,63
Missing,2024-06-04,0,0,22
Hawaii,2024-06-05,17,11,76
Honolulu,2024-06-05,131,82,466
Kauai,2024-06-05,17,10,40
Maui,2024-06-05,24,7,58
Missing,2024-06-05,0,0,21
Hawaii,2024-06-06,14,7,191
Honolulu,2024-06-06,125,77,496
Kauai,2024-06-06,11,7,26
Maui,2024-06-06,18,9,71
Missing,2024-06-06,0,0,32
Hawaii,2024-06-07,18,10,137
Honolulu,2024-06-07,147,98,451
Kauai,2024-06-07,7,3,26
Maui,2024-06-07,18,13,71
Missing,2024-06-07,0,0,23
Hawaii,2024-06-08,12,5,87
Honolulu,2024-06-08,110,81,325
Kauai,2024-06-08,3,1,19
Maui,2024-06-08,11,6,55
Missing,2024-06-08,0,0,12
Hawaii,2024-06-09,7,0,32
Honolulu,2024-06-09,113,68,340
Kauai,2024-06-09,14,9,20
Maui,2024-06-09,11,5,41
Missing,2024-06-09,0,0,26
Hawaii,2024-06-10,48,19,200
Honolulu,2024-06-10,127,88,524
Kauai,2024-06-10,18,10,35
Maui,2024-06-10,18,5,56
Missing,2024-06-10,0,0,25
Hawaii,2024-06-11,18,7,109
Honolulu,2024-06-11,126,88,410
Kauai,2024-06-11,13,10,31
Maui,2024-06-11,9,2,38
Missing,2024-06-11,0,0,19
Hawaii,2024-06-12,17,8,48
Honolulu,2024-06-12,139,82,404
Kauai,2024-06-12,24,13,46
Maui,2024-06-12,18,9,69
Missing,2024-06-12,0,0,30
Hawaii,2024-06-13,29,12,214
Honolulu,2024-06-13,170,113,570
Kauai,2024-06-13,10,9,34
Maui,2024-06-13,12,2,40
Missing,2024-06-13,0,0,26
Hawaii,2024-06-14,20,6,139
Honolulu,2024-06-14,156,115,500
Kauai,2024-06-14,10,7,37
Maui,2024-06-14,20,8,67
Missing,2024-06-14,0,0,21
Hawaii,2024-06-15,21,9,76
Honolulu,2024-06-15,107,70,341
Kauai,2024-06-15,10,6,19
Maui,2024-06-15,11,9,45
Missing,2024-06-15,0,0,23
Hawaii,2024-06-16,14,7,27
Honolulu,2024-06-16,92,67,308
Kauai,2024-06-16,15,10,29
Maui,2024-06-16,8,5,28
Missing,2024-06-16,0,0,19
Hawaii,2024-06-17,33,6,208
Honolulu,2024-06-17,129,77,460
Kauai,2024-06-17,11,4,33
Maui,2024-06-17,25,8,58
Missing,2024-06-17,0,0,20
Hawaii,2024-06-18,23,14,102
Honolulu,2024-06-18,146,92,471
Kauai,2024-06-18,9,5,28
Maui,2024-06-18,17,4,55
Missing,2024-06-18,0,0,18
Hawaii,2024-06-19,20,5,55
Honolulu,2024-06-19,167,108,479
Kauai,2024-06-19,17,9,32
Maui,2024-06-19,19,6,38
Missing,2024-06-19,0,0,32
Hawaii,2024-06-20,34,10,174
Honolulu,2024-06-20,138,90,427
Kauai,2024-06-20,14,9,47
Maui,2024-06-20,18,12,47
Missing,2024-06-20,0,0,21
Hawaii,2024-06-21,39,11,142
Honolulu,2024-06-21,156,105,423
Kauai,2024-06-21,15,10,45
Maui,2024-06-21,17,7,45
Missing,2024-06-21,0,0,36
Hawaii,2024-06-22,16,10,41
Honolulu,2024-06-22,102,61,332
Kauai,2024-06-22,9,6,27
Maui,2024-06-22,12,5,30
Missing,2024-06-22,0,0,14
Hawaii,2024-06-23,6,3,33
Honolulu,2024-06-23,79,51,269
Kauai,2024-06-23,11,7,29
Maui,2024-06-23,11,8,35
Missing,2024-06-23,0,0,29
Hawaii,2024-06-24,28,12,139
Honolulu,2024-06-24,138,83,384
Kauai,2024-06-24,17,10,45
Maui,2024-06-24,14,6,46
Missing,2024-06-24,0,0,28
Hawaii,2024-06-25,21,16,176
Honolulu,2024-06-25,133,90,451
Kauai,2024-06-25,16,10,45
Maui,2024-06-25,17,5,43
Missing,2024-06-25,0,0,33
Hawaii,2024-06-26,22,9,58
Honolulu,2024-06-26,122,82,410
Kauai,2024-06-26,10,7,37
Maui,2024-06-26,19,10,55
Missing,2024-06-26,0,0,11
Hawaii,2024-06-27,19,12,139
Honolulu,2024-06-27,107,62,421
Kauai,2024-06-27,8,5,27
Maui,2024-06-27,17,9,46
Missing,2024-06-27,0,0,14
Hawaii,2024-06-28,15,10,169
Honolulu,2024-06-28,107,71,361
Kauai,2024-06-28,9,7,45
Maui,2024-06-28,12,8,54
Missing,2024-06-28,0,0,18
Hawaii,2024-06-29,12,7,34
Honolulu,2024-06-29,89,62,326
Kauai,2024-06-29,7,5,34
Maui,2024-06-29,12,6,40
Missing,2024-06-29,0,0,22
Hawaii,2024-06-30,9,6,17
Honolulu,2024-06-30,79,55,286
Kauai,2024-06-30,5,4,30
Maui,2024-06-30,11,7,28
Missing,2024-06-30,0,0,23
Hawaii,2024-07-01,10,3,19
Honolulu,2024-07-01,129,70,396
Kauai,2024-07-01,10,7,44
Maui,2024-07-01,34,13,57
Missing,2024-07-01,0,0,17
Hawaii,2024-07-02,25,11,232
Honolulu,2024-07-02,114,65,379
Kauai,2024-07-02,11,9,42
Maui,2024-07-02,23,13,65
Missing,2024-07-02,0,0,20
Hawaii,2024-07-03,9,7,63
Honolulu,2024-07-03,108,68,332
Kauai,2024-07-03,20,11,43
Maui,2024-07-03,31,13,103
Missing,2024-07-03,0,0,15
Hawaii,2024-07-04,26,13,125
Honolulu,2024-07-04,73,48,292
Kauai,2024-07-04,10,6,29
Maui,2024-07-04,14,3,51
Missing,2024-07-04,0,0,23
Hawaii,2024-07-05,13,10,109
Honolulu,2024-07-05,101,60,294
Kauai,2024-07-05,9,3,38
Maui,2024-07-05,24,9,63
Missing,2024-07-05,0,0,19
Hawaii,2024-07-06,15,11,64
Honolulu,2024-07-06,73,54,305
Kauai,2024-07-06,15,12,28
Maui,2024-07-06,9,2,49
Missing,2024-07-06,0,0,22
Hawaii,2024-07-07,12,7,27
Honolulu,2024-07-07,70,51,244
Kauai,2024-07-07,7,4,26
Maui,2024-07-07,3,2,43
Missing,2024-07-07,0,0,22
Hawaii,2024-07-08,10,3,181
Honolulu,2024-07-08,99,59,356
Kauai,2024-07-08,13,6,41
Maui,2024-07-08,19,6,40
Missing,2024-07-08,0,0,27
Hawaii,2024-07-09,20,10,78
Honolulu,2024-07-09,101,68,357
Kauai,2024-07-09,10,6,45
Maui,2024-07-09,20,8,37
Missing,2024-07-09,0,0,20
Hawaii,2024-07-10,22,15,60
Honolulu,2024-07-10,105,75,341
Kauai,2024-07-10,26,15,58
Maui,2024-07-10,14,7,40
Missing,2024-07-10,0,0,25
Hawaii,2024-07-11,10,8,135
Honolulu,2024-07-11,111,80,377
Kauai,2024-07-11,16,6,35
Maui,2024-07-11,12,9,54
Missing,2024-07-11,0,0,21
Hawaii,2024-07-12,15,7,119
Honolulu,2024-07-12,86,62,357
Kauai,2024-07-12,27,21,44
Maui,2024-07-12,13,8,41
Missing,2024-07-12,0,0,27
Hawaii,2024-07-13,7,7,33
Honolulu,2024-07-13,47,32,276
Kauai,2024-07-13,7,6,31
Maui,2024-07-13,9,4,33
Missing,2024-07-13,0,0,19
Hawaii,2024-07-14,6,5,23
Honolulu,2024-07-14,64,43,250
Kauai,2024-07-14,12,7,30
Maui,2024-07-14,15,6,25
Missing,2024-07-14,0,0,19
Hawaii,2024-07-15,11,5,101
Honolulu,2024-07-15,114,76,385
Kauai,2024-07-15,18,11,35
Maui,2024-07-15,12,2,47
Missing,2024-07-15,0,0,26
Hawaii,2024-07-16,14,8,145
Honolulu,2024-07-16,101,68,397
Kauai,2024-07-16,12,11,40
Maui,2024-07-16,14,3,47
Missing,2024-07-16,0,0,25
Hawaii,2024-07-17,8,8,45
Honolulu,2024-07-17,108,64,377
Kauai,2024-07-17,13,5,25
Maui,2024-07-17,16,7,45
Missing,2024-07-17,0,0,20
Hawaii,2024-07-18,8,4,176
Honolulu,2024-07-18,72,45,334
Kauai,2024-07-18,18,16,43
Maui,2024-07-18,12,3,21
Missing,2024-07-18,0,0,23
Hawaii,2024-07-19,6,2,89
Honolulu,2024-07-19,53,40,275
Kauai,2024-07-19,2,0,4
Maui,2024-07-19,17,6,30
Missing,2024-07-19,0,0,10
Hawaii,2024-07-20,5,4,26
Honolulu,2024-07-20,44,35,230
Kauai,2024-07-20,0,0,2
Maui,2024-07-20,12,4,20
Missing,2024-07-20,0,0,15
Hawaii,2024-07-21,4,5,28
Honolulu,2024-07-21,44,30,237
Kauai,2024-07-21,3,1,3
Maui,2024-07-21,8,3,16
Missing,2024-07-21,0,0,22
Hawaii,2024-07-22,10,7,144
Honolulu,2024-07-22,81,50,354
Kauai,2024-07-22,9,5,45
Maui,2024-07-22,19,9,41
Missing,2024-07-22,0,0,29
Hawaii,2024-07-23,10,6,108
Honolulu,2024-07-23,79,55,357
Kauai,2024-07-23,13,10,27
Maui,2024-07-23,14,6,42
Missing,2024-07-23,0,0,16
Hawaii,2024-07-24,8,6,31
Honolulu,2024-07-24,78,51,322
Kauai,2024-07-24,15,10,35
Maui,2024-07-24,11,5,41
Missing,2024-07-24,0,0,19
Hawaii,2024-07-25,4,3,139
Honolulu,2024-07-25,65,44,335
Kauai,2024-07-25,9,3,21
Maui,2024-07-25,15,4,35
Missing,2024-07-25,0,0,22
Hawaii,2024-07-26,7,6,117
Honolulu,2024-07-26,78,50,320
Kauai,2024-07-26,10,8,36
Maui,2024-07-26,20,10,30
Missing,2024-07-26,0,0,19
Hawaii,2024-07-27,13,10,37
Honolulu,2024-07-27,47,33,248
Kauai,2024-07-27,4,3,19
Maui,2024-07-27,13,6,34
Missing,2024-07-27,0,0,15
Hawaii,2024-07-28,7,5,42
Honolulu,2024-07-28,40,27,195
Kauai,2024-07-28,3,2,29
Maui,2024-07-28,12,6,30
Missing,2024-07-28,0,0,16
Hawaii,2024-07-29,10,4,197
Honolulu,2024-07-29,63,43,327
Kauai,2024-07-29,12,4,33
Maui,2024-07-29,11,4,26
Missing,2024-07-29,0,0,29
Hawaii,2024-07-30,9,5,112
Honolulu,2024-07-30,78,54,361
Kauai,2024-07-30,12,7,34
Maui,2024-07-30,15,7,26
Missing,2024-07-30,0,0,30
Hawaii,2024-07-31,9,5,35
Honolulu,2024-07-31,83,57,333
Kauai,2024-07-31,13,8,53
Maui,2024-07-31,9,3,23
Missing,2024-07-31,0,0,20
Hawaii,2024-08-01,12,7,52
Honolulu,2024-08-01,72,39,323
Kauai,2024-08-01,10,9,46
Maui,2024-08-01,16,6,33
Missing,2024-08-01,0,0,16
Hawaii,2024-08-02,9,11,225
Honolulu,2024-08-02,58,42,278
Kauai,2024-08-02,4,3,30
Maui,2024-08-02,15,6,36
Missing,2024-08-02,0,0,22
Hawaii,2024-08-03,4,2,28
Honolulu,2024-08-03,56,43,249
Kauai,2024-08-03,6,3,21
Maui,2024-08-03,9,5,30
Missing,2024-08-03,0,0,12
Hawaii,2024-08-04,1,1,20
Honolulu,2024-08-04,37,30,219
Kauai,2024-08-04,14,12,31
Maui,2024-08-04,16,6,25
Missing,2024-08-04,0,0,17
Hawaii,2024-08-05,7,5,215
Honolulu,2024-08-05,63,38,299
Kauai,2024-08-05,12,5,34
Maui,2024-08-05,17,9,51
Missing,2024-08-05,0,0,25
Hawaii,2024-08-06,10,7,32
Honolulu,2024-08-06,66,41,297
Kauai,2024-08-06,9,7,44
Maui,2024-08-06,11,4,37
Missing,2024-08-06,0,0,17
Hawaii,2024-08-07,10,6,66
Honolulu,2024-08-07,63,41,301
Kauai,2024-08-07,5,2,30
Maui,2024-08-07,11,6,36
Missing,2024-08-07,0,0,15
Hawaii,2024-08-08,4,1,87
Honolulu,2024-08-08,65,42,324
Kauai,2024-08-08,18,9,50
Maui,2024-08-08,15,6,43
Missing,2024-08-08,0,0,17
Hawaii,2024-08-09,6,5,187
Honolulu,2024-08-09,61,39,274
Kauai,2024-08-09,18,11,46
Maui,2024-08-09,11,7,30
Missing,2024-08-09,0,0,27
Hawaii,2024-08-10,1,1,32
Honolulu,2024-08-10,37,28,222
Kauai,2024-08-10,14,6,35
Maui,2024-08-10,9,4,39
Missing,2024-08-10,0,0,20
Hawaii,2024-08-11,6,4,22
Honolulu,2024-08-11,36,22,213
Kauai,2024-08-11,4,4,14
Maui,2024-08-11,8,3,49
Missing,2024-08-11,0,0,15
Hawaii,2024-08-12,5,1,148
Honolulu,2024-08-12,72,44,347
Kauai,2024-08-12,9,6,60
Maui,2024-08-12,9,2,44
Missing,2024-08-12,0,0,24
Hawaii,2024-08-13,12,8,144
Honolulu,2024-08-13,56,35,287
Kauai,2024-08-13,9,6,51
Maui,2024-08-13,13,6,45
Missing,2024-08-13,0,0,20
Hawaii,2024-08-14,9,6,33
Honolulu,2024-08-14,62,39,305
Kauai,2024-08-14,14,9,38
Maui,2024-08-14,15,11,61
Missing,2024-08-14,0,0,22
Hawaii,2024-08-15,3,2,91
Honolulu,2024-08-15,71,44,315
Kauai,2024-08-15,7,5,42
Maui,2024-08-15,11,4,33
Missing,2024-08-15,0,0,25
Hawaii,2024-08-16,5,4,135
Honolulu,2024-08-16,59,38,289
Kauai,2024-08-16,14,7,24
Maui,2024-08-16,15,8,56
Missing,2024-08-16,0,0,24
Hawaii,2024-08-17,8,7,29
Honolulu,2024-08-17,36,30,204
Kauai,2024-08-17,6,5,29
Maui,2024-08-17,8,3,23
Missing,2024-08-17,0,0,20
Hawaii,2024-08-18,2,2,25
Honolulu,2024-08-18,48,33,231
Kauai,2024-08-18,5,5,19
Maui,2024-08-18,6,3,35
Missing,2024-08-18,0,0,15
Hawaii,2024-08-19,7,5,16
Honolulu,2024-08-19,76,49,372
Kauai,2024-08-19,19,11,51
Maui,2024-08-19,7,4,44
Missing,2024-08-19,0,0,19
Hawaii,2024-08-20,8,6,191
Honolulu,2024-08-20,76,52,399
Kauai,2024-08-20,13,6,40
Maui,2024-08-20,14,0,31
Missing,2024-08-20,0,0,22
Hawaii,2024-08-21,8,7,64
Honolulu,2024-08-21,57,37,315
Kauai,2024-08-21,8,4,37
Maui,2024-08-21,5,2,53
Missing,2024-08-21,0,0,20
Hawaii,2024-08-22,8,4,87
Honolulu,2024-08-22,52,34,308
Kauai,2024-08-22,11,7,43
Maui,2024-08-22,3,1,29
Missing,2024-08-22,0,0,19
Hawaii,2024-08-23,9,5,81
Honolulu,2024-08-23,57,29,301
Kauai,2024-08-23,10,7,30
Maui,2024-08-23,8,3,48
Missing,2024-08-23,0,0,15
Hawaii,2024-08-24,4,3,31
Honolulu,2024-08-24,53,40,240
Kauai,2024-08-24,3,1,17
Maui,2024-08-24,7,4,33
Missing,2024-08-24,0,0,19
Hawaii,2024-08-25,3,3,16
Honolulu,2024-08-25,30,17,222
Kauai,2024-08-25,4,3,23
Maui,2024-08-25,8,3,36
Missing,2024-08-25,0,0,8
Hawaii,2024-08-26,3,2,91
Honolulu,2024-08-26,51,36,325
Kauai,2024-08-26,10,7,37
Maui,2024-08-26,10,3,29
Missing,2024-08-26,0,1,24
Hawaii,2024-08-27,9,8,67
Honolulu,2024-08-27,58,42,351
Kauai,2024-08-27,9,4,24
Maui,2024-08-27,11,3,30
Missing,2024-08-27,0,1,19
Hawaii,2024-08-28,8,3,45
Honolulu,2024-08-28,41,29,302
Kauai,2024-08-28,5,4,30
Maui,2024-08-28,6,4,27
Missing,2024-08-28,0,0,14
Hawaii,2024-08-29,5,4,29
Honolulu,2024-08-29,63,44,338
Kauai,2024-08-29,10,7,45
Maui,2024-08-29,9,4,45
Missing,2024-08-29,0,0,17
Hawaii,2024-08-30,8,6,38
Honolulu,2024-08-30,62,33,286
Kauai,2024-08-30,6,4,30
Maui,2024-08-30,8,2,27
Missing,2024-08-30,0,1,54
Hawaii,2024-08-31,1,1,60
Honolulu,2024-08-31,42,30,268
Kauai,2024-08-31,8,4,24
Maui,2024-08-31,5,1,33
Missing,2024-08-31,0,0,17
Hawaii,2024-09-01,3,2,27
Honolulu,2024-09-01,36,28,234
Kauai,2024-09-01,6,5,21
Maui,2024-09-01,4,2,28
Missing,2024-09-01,0,0,4
Hawaii,2024-09-02,1,1,16
Honolulu,2024-09-02,42,32,244
Kauai,2024-09-02,7,4,28
Maui,2024-09-02,3,4,26
Missing,2024-09-02,0,0,12
Hawaii,2024-09-03,5,2,62
Honolulu,2024-09-03,50,20,316
Kauai,2024-09-03,15,10,42
Maui,2024-09-03,6,1,33
Missing,2024-09-03,0,0,15
Hawaii,2024-09-04,4,2,38
Honolulu,2024-09-04,53,30,322
Kauai,2024-09-04,6,3,32
Maui,2024-09-04,7,2,35
Missing,2024-09-04,0,0,22
Hawaii,2024-09-05,8,3,31
Honolulu,2024-09-05,62,34,321
Kauai,2024-09-05,13,4,35
Maui,2024-09-05,8,1,45
Missing,2024-09-05,0,0,11
Hawaii,2024-09-06,5,1,64
Honolulu,2024-09-06,46,32,339
Kauai,2024-09-06,7,4,32
Maui,2024-09-06,7,4,41
Missing,2024-09-06,0,0,22
Hawaii,2024-09-07,3,2,31
Honolulu,2024-09-07,37,25,241
Kauai,2024-09-07,4,1,19
Maui,2024-09-07,5,2,38
Missing,2024-09-07,0,0,12
Hawaii,2024-09-08,6,5,26
Honolulu,2024-09-08,36,26,248
Kauai,2024-09-08,7,4,21
Maui,2024-09-08,5,4,21
Missing,2024-09-08,0,0,9
Hawaii,2024-09-09,6,2,64
Honolulu,2024-09-09,42,26,357
Kauai,2024-09-09,14,7,41
Maui,2024-09-09,7,3,38
Missing,2024-09-09,0,1,21
Hawaii,2024-09-10,3,0,23
Honolulu,2024-09-10,49,27,422
Kauai,2024-09-10,10,6,32
Maui,2024-09-10,3,2,40
Missing,2024-09-10,0,0,17
Hawaii,2024-09-11,3,1,32
Honolulu,2024-09-11,40,28,358
Kauai,2024-09-11,7,4,31
Maui,2024-09-11,6,1,50
Missing,2024-09-11,0,0,11
Hawaii,2024-09-12,4,4,25
Honolulu,2024-09-12,37,24,338
Kauai,2024-09-12,8,4,40
Maui,2024-09-12,9,7,38
Missing,2024-09-12,0,0,14
Hawaii,2024-09-13,4,2,64
Honolulu,2024-09-13,37,22,296
Kauai,2024-09-13,10,3,34
Maui,2024-09-13,4,3,39
Missing,2024-09-13,0,0,20
Hawaii,2024-09-14,2,0,19
Honolulu,2024-09-14,31,25,269
Kauai,2024-09-14,11,6,31
Maui,2024-09-14,3,2,32
Missing,2024-09-14,0,0,14
Hawaii,2024-09-15,1,1,53
Honolulu,2024-09-15,28,23,242
Kauai,2024-09-15,3,1,23
Maui,2024-09-15,6,5,27
Missing,2024-09-15,0,0,11
Hawaii,2024-09-16,5,2,65
Honolulu,2024-09-16,42,29,318
Kauai,2024-09-16,9,3,28
Maui,2024-09-16,6,0,26
Missing,2024-09-16,0,0,17
Hawaii,2024-09-17,8,4,68
Honolulu,2024-09-17,30,17,329
Kauai,2024-09-17,12,8,41
Maui,2024-09-17,7,3,32
Missing,2024-09-17,0,0,34
Hawaii,2024-09-18,5,3,55
Honolulu,2024-09-18,46,27,298
Kauai,2024-09-18,4,3,29
Maui,2024-09-18,1,0,32
Missing,2024-09-18,0,0,20
Hawaii,2024-09-19,6,6,28
Honolulu,2024-09-19,33,25,313
Kauai,2024-09-19,10,7,35
Maui,2024-09-19,5,3,44
Missing,2024-09-19,0,0,27
Hawaii,2024-09-20,5,4,39
Honolulu,2024-09-20,28,19,285
Kauai,2024-09-20,4,1,17
Maui,2024-09-20,6,3,47
Missing,2024-09-20,0,0,13
Hawaii,2024-09-21,1,1,64
Honolulu,2024-09-21,25,17,248
Kauai,2024-09-21,5,3,25
Maui,2024-09-21,3,2,32
Missing,2024-09-21,0,0,19
Hawaii,2024-09-22,0,1,21
Honolulu,2024-09-22,17,11,224
Kauai,2024-09-22,7,5,20
Maui,2024-09-22,1,1,24
Missing,2024-09-22,0,0,16
Hawaii,2024-09-23,3,2,40
Honolulu,2024-09-23,26,18,294
Kauai,2024-09-23,0,0,32
Maui,2024-09-23,4,2,47
Missing,2024-09-23,0,0,10
Hawaii,2024-09-24,2,1,76
Honolulu,2024-09-24,27,17,351
Kauai,2024-09-24,6,2,39
Maui,2024-09-24,2,1,43
Missing,2024-09-24,0,0,25
Hawaii,2024-09-25,3,2,23
Honolulu,2024-09-25,39,23,284
Kauai,2024-09-25,9,6,30
Maui,2024-09-25,5,4,51
Missing,2024-09-25,0,0,20
Hawaii,2024-09-26,5,3,27
Honolulu,2024-09-26,21,13,258
Kauai,2024-09-26,3,1,28
Maui,2024-09-26,1,1,64
Missing,2024-09-26,0,0,28
Hawaii,2024-09-27,6,4,58
Honolulu,2024-09-27,30,17,269
Kauai,2024-09-27,5,2,19
Maui,2024-09-27,20,7,127
Missing,2024-09-27,0,13,100
Hawaii,2024-09-28,6,3,55
Honolulu,2024-09-28,23,17,241
Kauai,2024-09-28,4,6,20
Maui,2024-09-28,10,5,103
Missing,2024-09-28,0,0,12
Hawaii,2024-09-29,2,2,22
Honolulu,2024-09-29,16,13,217
Kauai,2024-09-29,8,7,23
Maui,2024-09-29,3,3,61
Missing,2024-09-29,0,0,10
Hawaii,2024-09-30,2,2,23
Honolulu,2024-09-30,26,16,285
Kauai,2024-09-30,8,5,26
Maui,2024-09-30,7,2,126
Missing,2024-09-30,0,0,55
Hawaii,2024-10-01,2,1,63
Honolulu,2024-10-01,16,13,303
Kauai,2024-10-01,2,2,5
Maui,2024-10-01,4,1,59
Missing,2024-10-01,0,0,18
Hawaii,2024-10-02,2,3,39
Honolulu,2024-10-02,23,16,327
Kauai,2024-10-02,6,5,28
Maui,2024-10-02,6,5,104
Missing,2024-10-02,0,0,26
Hawaii,2024-10-03,3,1,61
Honolulu,2024-10-03,21,18,262
Kauai,2024-10-03,4,4,40
Maui,2024-10-03,7,1,45
Missing,2024-10-03,0,0,24
Hawaii,2024-10-04,4,4,37
Honolulu,2024-10-04,21,19,274
Kauai,2024-10-04,2,2,22
Maui,2024-10-04,4,2,72
Missing,2024-10-04,0,0,13
Hawaii,2024-10-05,8,5,141
Honolulu,2024-10-05,15,10,214
Kauai,2024-10-05,2,2,23
Maui,2024-10-05,3,2,64
Missing,2024-10-05,0,0,12
Hawaii,2024-10-06,2,1,23
Honolulu,2024-10-06,6,4,186
Kauai,2024-10-06,1,0,14
Maui,2024-10-06,3,2,86
Missing,2024-10-06,0,0,17
Hawaii,2024-10-07,7,6,148
Honolulu,2024-10-07,11,7,259
Kauai,2024-10-07,3,2,32
Maui,2024-10-07,7,5,74
Missing,2024-10-07,0,0,42
Hawaii,2024-10-08,2,2,30
Honolulu,2024-10-08,17,10,298
Kauai,2024-10-08,4,2,29
Maui,2024-10-08,3,2,87
Missing,2024-10-08,0,1,36
Hawaii,2024-10-09,2,2,31
Honolulu,2024-10-09,14,7,258
Kauai,2024-10-09,3,2,29
Maui,2024-10-09,4,1,83
Missing,2024-10-09,0,0,23
Hawaii,2024-10-10,4,1,48
Honolulu,2024-10-10,18,9,273
Kauai,2024-10-10,0,0,22
Maui,2024-10-10,5,2,55
Missing,2024-10-10,0,0,31
Hawaii,2024-10-11,6,4,142
Honolulu,2024-10-11,18,9,234
Kauai,2024-10-11,2,2,22
Maui,2024-10-11,4,0,74
Missing,2024-10-11,0,0,19
Hawaii,2024-10-12,0,0,21
Honolulu,2024-10-12,7,7,215
Kauai,2024-10-12,4,3,16
Maui,2024-10-12,4,2,55
Missing,2024-10-12,0,0,19
Hawaii,2024-10-13,3,1,16
Honolulu,2024-10-13,11,9,215
Kauai,2024-10-13,3,1,20
